# Array shape: (10, 40)
-5.436419591906789037e+02 -1.673914744193207298e+02 -3.561566314965911602e+02 -6.961434742707723444e+02 -1.418820428725386193e+02 -8.768154775779472629e+02 -1.513852763751729640e+02 -9.213603020928314891e+02 -1.628024154514617976e+02 -2.134866342634193757e+02 -1.048729378402629209e+02 -1.320744068335906434e+02 -5.473269596140349904e+02 -1.597812639178992811e+02 -1.300557366222925111e+03 -5.632504050681824310e+02 -5.076615893767094008e+02 -2.188945464394033422e+02 -1.212678494559045532e+02 -1.249107741246377969e+02 -1.029087764615501555e+03 -2.832278920349045620e+03 -1.088237023956378664e+02 -1.107265200270045966e+02 -2.015666282148193659e+03 -1.088327474987327435e+02 -2.838686082345894647e+03 -6.545177947017998576e+02 -4.973462127775414388e+02 -8.627338726755082234e+02 -6.612412762238431014e+02 -1.030020218130896836e+02 -1.398411541427202565e+02 -4.649943370614845435e+02 -6.895599325170114753e+02 -1.284805924617845676e+02 -5.557099814429967637e+02 -2.409646075921220927e+02 -1.025207060596704650e+03 -4.817210833862948220e+02
-1.509645693907449129e+02 -1.673914744193207298e+02 -3.561566314965911602e+02 -4.582781083146875858e+02 -1.418820428725386193e+02 -8.768154775779472629e+02 -1.513852763751729640e+02 -9.213603020928314891e+02 -1.628024154514617976e+02 -2.134866342634193757e+02 -1.048729378402629209e+02 -1.304672369610671296e+02 -5.473269596140349904e+02 -1.597812639178992811e+02 -1.300557366222925111e+03 -4.607094113412441629e+02 -4.355686743153730163e+02 -2.188945464394033422e+02 -1.212678494559045532e+02 -1.249107741246377969e+02 -1.029087764615501555e+03 -1.027420099418594646e+03 -1.088237023956378664e+02 -1.107125779570514652e+02 -1.029655200872416799e+03 -1.060353897172455078e+02 -1.469518767218896983e+03 -6.545177947017998576e+02 -4.973462127775414388e+02 -6.082827045851004186e+02 -5.184979154014503138e+02 -1.027389729841978436e+02 -1.398411541427202565e+02 -4.649943370614845435e+02 -6.732092570725444602e+02 -1.053489790697867221e+02 -5.557099814429967637e+02 -2.330627280326309290e+02 -1.025207060596704650e+03 -4.817210833862948220e+02
-1.238644468427164043e+02 -1.244187122663506244e+02 -1.572079865424225602e+02 -1.788148585964606809e+02 -1.086609433471085850e+02 -8.768154775779472629e+02 -1.413704016776663366e+02 -9.213603020928314891e+02 -1.628024154514617976e+02 -2.134866342634193757e+02 -1.048729378402629209e+02 -1.253037259147199194e+02 -5.473269596140349904e+02 -1.597812639178992811e+02 -3.316699002533879366e+02 -4.607094113412441629e+02 -4.355686743153730163e+02 -2.086797049846666994e+02 -1.212678494559045532e+02 -1.249107741246377969e+02 -1.014378841751071036e+03 -1.027420099418594646e+03 -1.088237023956378664e+02 -1.107125779570514652e+02 -7.706548541827410190e+02 -1.060353897172455078e+02 -1.261408283242098378e+03 -6.545177947017998576e+02 -4.973462127775414388e+02 -6.082827045851004186e+02 -5.184979154014503138e+02 -1.027389729841978436e+02 -1.398411541427202565e+02 -4.649943370614845435e+02 -6.732092570725444602e+02 -1.038824766887906179e+02 -5.557099814429967637e+02 -2.330627280326309290e+02 -1.025207060596704650e+03 -4.817210833862948220e+02
-1.246993970832101297e+02 -1.244187122663506244e+02 -1.398419685243326569e+02 -1.788148585964606809e+02 -1.086609433471085850e+02 -3.227824747989468506e+02 -1.413704016776663366e+02 -9.213603020928314891e+02 -1.628024154514617976e+02 -2.116510408694469447e+02 -1.048729378402629209e+02 -1.253037259147199194e+02 -3.424033017454568721e+02 -1.597901903827855961e+02 -3.316699002533879366e+02 -3.328189499963523303e+02 -4.355686743153730163e+02 -2.086797049846666994e+02 -1.212678494559045532e+02 -1.150967919295120083e+02 -1.014378841751071036e+03 -1.027420099418594646e+03 -1.088237023956378664e+02 -1.107125779570514652e+02 -7.706548541827410190e+02 -1.060353897172455078e+02 -8.774181095003576729e+02 -6.545177947017998576e+02 -4.973462127775414388e+02 -6.082827045851004186e+02 -5.184979154014503138e+02 -1.027389729841978436e+02 -1.350846752971529838e+02 -4.649943370614845435e+02 -6.732092570725444602e+02 -1.038824766887906179e+02 -5.557099814429967637e+02 -2.330627280326309290e+02 -6.211156937121216970e+02 -2.740481515208338692e+02
-1.152079298482455414e+02 -1.135674481747577147e+02 -1.398419685243326569e+02 -1.068456547899903200e+02 -1.086609433471085850e+02 -2.457028887928558447e+02 -1.113863088619107771e+02 -2.965547121473592824e+02 -1.628024154514617976e+02 -2.116510408694469447e+02 -1.048729378402629209e+02 -1.086378873747475780e+02 -3.424033017454568721e+02 -1.301108982237148552e+02 -2.533427978956122217e+02 -3.118497097687787232e+02 -1.519461347505636297e+02 -2.086797049846666994e+02 -1.212678494559045532e+02 -1.150967919295120083e+02 -3.142626689166685310e+02 -9.545622219597221374e+02 -1.088237023956378664e+02 -1.107125779570514652e+02 -6.378151063090083426e+02 -1.040134653064416597e+02 -8.774181095003576729e+02 -6.545177947017998576e+02 -4.973462127775414388e+02 -4.727175400842057797e+02 -4.150083268088858404e+02 -1.027216689295178185e+02 -1.350846752971529838e+02 -4.649943370614845435e+02 -6.732092570725444602e+02 -1.032021408612869493e+02 -5.557099814429967637e+02 -2.330627280326309290e+02 -6.211156937121216970e+02 -2.740481515208338692e+02
-1.152079298482455414e+02 -1.135674481747577147e+02 -1.398419685243326569e+02 -1.068456547899903200e+02 -1.086609433471085850e+02 -2.457028887928558447e+02 -1.113863088619107771e+02 -1.947325720971268481e+02 -1.275311719333435292e+02 -2.116510408694469447e+02 -1.048729378402629209e+02 -1.086378873747475780e+02 -3.424033017454568721e+02 -1.301108982237148552e+02 -1.958818236163372433e+02 -3.118497097687787232e+02 -1.221095756057503934e+02 -2.086797049846666994e+02 -1.062351674273244839e+02 -1.150967919295120083e+02 -3.142626689166685310e+02 -5.729107036310524563e+02 -1.088237023956378664e+02 -1.107125779570514652e+02 -6.378151063090083426e+02 -1.040134653064416597e+02 -8.774181095003576729e+02 -3.386702152258005754e+02 -4.973462127775414388e+02 -4.478144902896941630e+02 -4.150083268088858404e+02 -1.027216689295178185e+02 -1.350846752971529838e+02 -4.271357188852003901e+02 -5.730866504871260076e+02 -1.032021408612869493e+02 -5.557099814429967637e+02 -1.647162522419215236e+02 -2.256379796902663770e+02 -2.740481515208338692e+02
-1.029112357955356742e+02 -1.059442136712222435e+02 -1.398419685243326569e+02 -1.068456547899903200e+02 -1.025208063802045899e+02 -2.457028887928558447e+02 -1.113863088619107771e+02 -1.947325720971268481e+02 -1.235265400421941990e+02 -2.116510408694469447e+02 -1.042648605068315533e+02 -1.042714809055688505e+02 -2.460587961174570637e+02 -1.301108982237148552e+02 -1.122656580984741623e+02 -3.118497097687787232e+02 -1.131683819456447964e+02 -2.086797049846666994e+02 -1.062351674273244839e+02 -1.091785854436494390e+02 -3.142626689166685310e+02 -5.729107036310524563e+02 -1.088237023956378664e+02 -1.107125779570514652e+02 -6.378151063090083426e+02 -1.040134653064416597e+02 -8.774181095003576729e+02 -3.386702152258005754e+02 -1.453242545786301605e+02 -4.478144902896941630e+02 -2.385007127443626302e+02 -1.027216689295178185e+02 -1.112886935184752843e+02 -4.271357188852003901e+02 -5.730866504871260076e+02 -1.031379778837654442e+02 -5.491515336928604256e+02 -1.647162522419215236e+02 -2.256379796902663770e+02 -2.740481515208338692e+02
-1.029112357955356742e+02 -1.059442136712222435e+02 -1.398419685243326569e+02 -1.056221633560445383e+02 -1.027091237388918472e+02 -2.457028887928558447e+02 -1.113863088619107771e+02 -1.947325720971268481e+02 -1.235265400421941990e+02 -2.116510408694469447e+02 -1.042584195353709191e+02 -1.042714809055688505e+02 -1.147784924866685117e+02 -1.082590900103689364e+02 -1.122656580984741623e+02 -3.069247492920042077e+02 -1.131683819456447964e+02 -2.086797049846666994e+02 -1.062351674273244839e+02 -1.091785854436494390e+02 -3.142626689166685310e+02 -5.729107036310524563e+02 -1.087644447841094433e+02 -1.107125779570514652e+02 -6.378151063090083426e+02 -1.040134653064416597e+02 -8.774181095003576729e+02 -2.368703512962472928e+02 -1.453242545786301605e+02 -4.478144902896941630e+02 -2.385007127443626302e+02 -1.027216689295178185e+02 -1.072183062405583485e+02 -4.271357188852003901e+02 -5.730866504871260076e+02 -1.031379778837654442e+02 -5.491515336928604256e+02 -1.647162522419215236e+02 -2.256379796902663770e+02 -2.521833522140501032e+02
-1.029112357955356742e+02 -1.050522972570037155e+02 -1.256638594175885686e+02 -1.056221633560445383e+02 -1.027091237388918472e+02 -1.697960110583658491e+02 -1.113863088619107771e+02 -1.947325720971268481e+02 -1.036798947602765395e+02 -1.566306955362362032e+02 -1.042584195353709191e+02 -1.042714809055688505e+02 -1.147784924866685117e+02 -1.082590900103689364e+02 -1.122656580984741623e+02 -3.069247492920042077e+02 -1.131683819456447964e+02 -2.086797049846666994e+02 -1.062351674273244839e+02 -1.058823216822895432e+02 -3.142626689166685310e+02 -5.729107036310524563e+02 -1.087644447841094433e+02 -1.107125779570514652e+02 -5.120507829316208017e+02 -1.040134653064416597e+02 -8.774181095003576729e+02 -2.368703512962472928e+02 -1.453242545786301605e+02 -4.283116609385464812e+02 -2.385007127443626302e+02 -1.027216689295178185e+02 -1.072183062405583485e+02 -4.271357188852003901e+02 -5.730866504871260076e+02 -1.031790109066384247e+02 -5.491515336928604256e+02 -1.647162522419215236e+02 -2.256379796902663770e+02 -2.081001412096428851e+02
-1.029112357955356742e+02 -1.049444678703376752e+02 -1.165204692189908826e+02 -1.056221633560445383e+02 -1.027091237388918472e+02 -1.697960110583658491e+02 -1.113863088619107771e+02 -1.440715178394823397e+02 -1.038052641085443355e+02 -1.566306955362362032e+02 -1.042584195353709191e+02 -1.042714809055688505e+02 -1.087088114303106181e+02 -1.075241738781928404e+02 -1.122656580984741623e+02 -3.069247492920042077e+02 -1.131683819456447964e+02 -1.070038238281990459e+02 -1.058158271657318039e+02 -1.058823216822895432e+02 -3.142626689166685310e+02 -5.729107036310524563e+02 -1.087644447841094433e+02 -1.107125779570514652e+02 -5.120507829316208017e+02 -1.040134653064416597e+02 -8.508082507658464237e+02 -2.368703512962472928e+02 -1.248644238657789458e+02 -3.932216572816164444e+02 -1.657893499108205333e+02 -1.027216689295178185e+02 -1.072183062405583485e+02 -4.271357188852003901e+02 -5.730866504871260076e+02 -1.031790109066384247e+02 -5.491515336928604256e+02 -1.647162522419215236e+02 -2.207331967906081047e+02 -1.741748966562747682e+02
