# Array shape: (40, 10, 4)
5.755456385078309367e+00 3.284766087419576319e+00 4.577230409060512734e-03 2.177023870443528608e+02
5.666447938543218932e+00 3.208416179593507334e+00 4.769282315362263769e-03 2.151270997139292263e+02
5.672156527259438974e+00 3.192566694854177989e+00 4.768806415963723969e-03 2.145361346386446826e+02
5.690701936380263781e+00 3.191376835423645364e+00 4.770716024883423813e-03 2.143971637135998662e+02
5.652098853798492861e+00 3.187132559788733221e+00 4.859413205140055911e-03 2.152784095349154541e+02
5.652098853798492861e+00 3.187132559788733221e+00 4.859413205140055911e-03 2.152784095349154541e+02
5.317515456911800165e+00 3.199548329376335154e+00 4.606896448049252295e-03 2.151085581640445810e+02
5.317515456911800165e+00 3.199548329376335154e+00 4.606896448049252295e-03 2.151085581640445810e+02
5.317515456911800165e+00 3.199548329376335154e+00 4.606896448049252295e-03 2.151085581640445810e+02
5.317515456911800165e+00 3.199548329376335154e+00 4.606896448049252295e-03 2.151085581640445810e+02
# Next walker
5.837153150221812581e+00 3.085570821081094817e+00 4.812616533160157112e-03 2.264503170726254098e+02
5.837153150221812581e+00 3.085570821081094817e+00 4.812616533160157112e-03 2.264503170726254098e+02
5.885285561516259811e+00 3.107076107497891204e+00 4.815574518319235171e-03 2.290340877113142710e+02
5.885285561516259811e+00 3.107076107497891204e+00 4.815574518319235171e-03 2.290340877113142710e+02
5.947138169697113064e+00 3.154168551303870860e+00 4.760696498292420371e-03 2.242253239886489382e+02
5.947138169697113064e+00 3.154168551303870860e+00 4.760696498292420371e-03 2.242253239886489382e+02
5.936191672675446007e+00 3.143007084610582424e+00 4.768036280336376311e-03 2.235329788034827914e+02
5.936191672675446007e+00 3.143007084610582424e+00 4.768036280336376311e-03 2.235329788034827914e+02
5.822882642998608027e+00 3.153362474745016630e+00 4.738523915752899419e-03 2.219900668506351451e+02
5.809285570091956785e+00 3.155578099807191172e+00 4.755491699935255299e-03 2.195290349873769742e+02
# Next walker
5.942552046253264386e+00 3.234970562088672175e+00 4.778704978974485616e-03 2.296011427700514957e+02
5.942552046253264386e+00 3.234970562088672175e+00 4.778704978974485616e-03 2.296011427700514957e+02
5.927122554134926169e+00 3.183998013446588615e+00 4.981889752153238760e-03 2.240841086943199514e+02
5.875685729819439374e+00 3.180291989735906988e+00 4.937750427928125525e-03 2.244601299966169847e+02
5.875685729819439374e+00 3.180291989735906988e+00 4.937750427928125525e-03 2.244601299966169847e+02
5.875685729819439374e+00 3.180291989735906988e+00 4.937750427928125525e-03 2.244601299966169847e+02
5.875685729819439374e+00 3.180291989735906988e+00 4.937750427928125525e-03 2.244601299966169847e+02
5.875685729819439374e+00 3.180291989735906988e+00 4.937750427928125525e-03 2.244601299966169847e+02
6.008961532417976592e+00 3.159970288073488565e+00 5.082386873446659986e-03 2.184939352642884103e+02
5.975549211134173255e+00 3.155292820027729928e+00 5.135574879539442535e-03 2.194316307637437831e+02
# Next walker
5.608917988582549974e+00 2.967808713842875701e+00 5.392789415383723341e-03 2.200755057696650852e+02
5.656335717747585257e+00 3.013995496341722813e+00 5.353401034952499915e-03 2.192035690865066613e+02
5.894652448805405065e+00 3.076730450092671099e+00 5.409475503898619406e-03 2.124739613108779679e+02
5.894652448805405065e+00 3.076730450092671099e+00 5.409475503898619406e-03 2.124739613108779679e+02
5.843464206530864402e+00 3.132127030135119394e+00 5.394255243121884313e-03 2.228698933956166286e+02
5.843464206530864402e+00 3.132127030135119394e+00 5.394255243121884313e-03 2.228698933956166286e+02
5.843464206530864402e+00 3.132127030135119394e+00 5.394255243121884313e-03 2.228698933956166286e+02
5.837303169688873972e+00 3.135939437309406053e+00 5.355644333326839771e-03 2.233114177973856442e+02
5.837303169688873972e+00 3.135939437309406053e+00 5.355644333326839771e-03 2.233114177973856442e+02
5.837303169688873972e+00 3.135939437309406053e+00 5.355644333326839771e-03 2.233114177973856442e+02
# Next walker
5.570194039403181030e+00 3.125851247687360335e+00 4.976967602977446295e-03 2.123421792192041551e+02
5.570194039403181030e+00 3.125851247687360335e+00 4.976967602977446295e-03 2.123421792192041551e+02
5.542511950543452137e+00 3.156247873581353058e+00 5.005793935507669296e-03 2.135145457179298774e+02
5.542511950543452137e+00 3.156247873581353058e+00 5.005793935507669296e-03 2.135145457179298774e+02
5.542511950543452137e+00 3.156247873581353058e+00 5.005793935507669296e-03 2.135145457179298774e+02
5.542511950543452137e+00 3.156247873581353058e+00 5.005793935507669296e-03 2.135145457179298774e+02
5.609532907011175240e+00 3.168367791835467351e+00 4.989858021953488300e-03 2.117763760212271507e+02
5.646401488156758575e+00 3.164409994149900207e+00 4.937050374862993196e-03 2.141835691000585769e+02
5.646401488156758575e+00 3.164409994149900207e+00 4.937050374862993196e-03 2.141835691000585769e+02
5.646401488156758575e+00 3.164409994149900207e+00 4.937050374862993196e-03 2.141835691000585769e+02
# Next walker
5.435942614860230115e+00 2.953954533274530281e+00 4.565133913562919622e-03 2.030511012284723336e+02
5.435942614860230115e+00 2.953954533274530281e+00 4.565133913562919622e-03 2.030511012284723336e+02
5.435942614860230115e+00 2.953954533274530281e+00 4.565133913562919622e-03 2.030511012284723336e+02
5.652965870267887105e+00 3.051141135986822128e+00 4.606298485307550213e-03 2.081120192205687545e+02
5.729269243488887220e+00 3.067193526645937141e+00 4.676148616826481148e-03 2.097744025153189398e+02
5.729269243488887220e+00 3.067193526645937141e+00 4.676148616826481148e-03 2.097744025153189398e+02
5.729269243488887220e+00 3.067193526645937141e+00 4.676148616826481148e-03 2.097744025153189398e+02
5.729269243488887220e+00 3.067193526645937141e+00 4.676148616826481148e-03 2.097744025153189398e+02
5.774612148423250879e+00 3.092871368115729602e+00 4.611208467653522131e-03 2.083895558474935115e+02
5.774612148423250879e+00 3.092871368115729602e+00 4.611208467653522131e-03 2.083895558474935115e+02
# Next walker
6.320596873105404967e+00 3.052589165346431876e+00 4.738211874113829047e-03 2.274824327301496396e+02
6.320596873105404967e+00 3.052589165346431876e+00 4.738211874113829047e-03 2.274824327301496396e+02
6.174265886356754329e+00 3.153828206653472410e+00 4.907792483762407100e-03 2.209204736111915679e+02
6.174265886356754329e+00 3.153828206653472410e+00 4.907792483762407100e-03 2.209204736111915679e+02
6.166297905537604152e+00 3.130519290072966587e+00 4.759561126827535280e-03 2.213765620196185751e+02
6.166297905537604152e+00 3.130519290072966587e+00 4.759561126827535280e-03 2.213765620196185751e+02
6.166297905537604152e+00 3.130519290072966587e+00 4.759561126827535280e-03 2.213765620196185751e+02
6.166297905537604152e+00 3.130519290072966587e+00 4.759561126827535280e-03 2.213765620196185751e+02
6.166297905537604152e+00 3.130519290072966587e+00 4.759561126827535280e-03 2.213765620196185751e+02
6.166297905537604152e+00 3.130519290072966587e+00 4.759561126827535280e-03 2.213765620196185751e+02
# Next walker
5.958237785429499667e+00 2.894918567229634476e+00 5.472701220217939325e-03 2.140696669318800218e+02
5.958237785429499667e+00 2.894918567229634476e+00 5.472701220217939325e-03 2.140696669318800218e+02
5.958237785429499667e+00 2.894918567229634476e+00 5.472701220217939325e-03 2.140696669318800218e+02
5.958237785429499667e+00 2.894918567229634476e+00 5.472701220217939325e-03 2.140696669318800218e+02
6.030564240983276925e+00 3.023631078028021779e+00 5.358067670464367396e-03 2.098151865228643373e+02
6.054664789787993939e+00 3.056175185111848602e+00 5.328597581355792520e-03 2.110927059164115747e+02
6.054664789787993939e+00 3.056175185111848602e+00 5.328597581355792520e-03 2.110927059164115747e+02
6.054664789787993939e+00 3.056175185111848602e+00 5.328597581355792520e-03 2.110927059164115747e+02
6.054664789787993939e+00 3.056175185111848602e+00 5.328597581355792520e-03 2.110927059164115747e+02
5.864565179961757302e+00 3.096901972285400539e+00 5.220095380310316342e-03 2.136142543220326786e+02
# Next walker
5.783587615350213262e+00 3.196926254109599519e+00 5.376451597368555636e-03 2.350303612632408203e+02
5.783587615350213262e+00 3.196926254109599519e+00 5.376451597368555636e-03 2.350303612632408203e+02
5.783587615350213262e+00 3.196926254109599519e+00 5.376451597368555636e-03 2.350303612632408203e+02
5.783587615350213262e+00 3.196926254109599519e+00 5.376451597368555636e-03 2.350303612632408203e+02
5.783587615350213262e+00 3.196926254109599519e+00 5.376451597368555636e-03 2.350303612632408203e+02
5.773653243204647012e+00 3.179803516154566800e+00 5.315149539825388299e-03 2.323687222570308109e+02
5.739675804762457645e+00 3.121240502176023668e+00 5.105484866906724768e-03 2.232654116337029109e+02
5.739675804762457645e+00 3.121240502176023668e+00 5.105484866906724768e-03 2.232654116337029109e+02
5.854386642228133653e+00 3.146200323084540340e+00 5.046900300703396208e-03 2.150974812135400214e+02
5.885409471169898765e+00 3.145499636036950708e+00 5.262883307930359481e-03 2.090338359841065312e+02
# Next walker
6.272794793211274644e+00 3.176273366707375256e+00 5.498450084300426227e-03 2.017959461756720145e+02
6.272794793211274644e+00 3.176273366707375256e+00 5.498450084300426227e-03 2.017959461756720145e+02
6.272794793211274644e+00 3.176273366707375256e+00 5.498450084300426227e-03 2.017959461756720145e+02
6.261901492543234582e+00 3.175423152571289265e+00 5.486528532022931851e-03 2.089440839755816341e+02
6.261901492543234582e+00 3.175423152571289265e+00 5.486528532022931851e-03 2.089440839755816341e+02
